sentence	part	category
שוחטמן הסביר שבמשפט הפלילי צריך להרשיע את הנאשם רק אם ההרשעה היא ודאית , ואם אי אפשר להטיל בה ספק כלשהו . 	משפט הפלילי	18
בעבר , כאשר הורשעו נאשמים על סעיף כגון זה , הדבר היה על בסיס הודאתו של האדם , ובחלק ניכר מהמקרים נוסף על הודאתו הייתה הרשעה על עבירה נוספת , למשל בתחום הביטחון נוספה הרשעה על חברות בארגון טרור , וההרשעה הסתמכה על הוכחות שהנאשם היה מעורב בפעילות זו . 	ארגון טרור	18
"לעומת זאת , מקביעתה של ועדת שמגר , מוסיף שוחטמן , עולה כי אבישי רביב הודה שהיה סוכן שב""כ , ושידע על איומיו של יגאל עמיר . "	ועדת שמגר	14
"לכן , לדעת שוחטמן , יש לחקור מי מבין מפעיליו של רביב , סוכן השב""כ , ידע על תכנון הפשע , ולא מנע אותו . "	" סוכן השב""כ"	18
"שוחטמן אמר כי שלח מכתב בעניין זה ליועץ המשפטי לממשלה , וכי במכתבו אמר כי לאור הראיות לכאורה על הידיעות שהיו בידי השב""כ על פעילותו של יגאל עמיר , לא ייתכן שהדבר יישאר ללא חקירה . "	יועץ המשפטי	18
דוד מרסייה , אזרח ישראלי שאמו התחתנה עם פלשתיני תושב שכם , נלכד אמש בידי הכוחות הפלשתינים . 	כוחות הפלשתינים	16
ראש מועצת בית אל אורי אריאל אומר כי בשעה קשה זו משפחת בית אל מתייצבת לימינה של מרגלית הר שפי . 	ראש מועצת	12
יהודי תושב עטרת נפצע בצהרים באורח קשה , מירי של רכב פלשתיני חולף , לעבר רכבו . 	 רכב פלשתיני	12
הירי היה בין היישוב עטרת לבין גשר ביר זית שבחבל בנימין . 	גשר ביר זית	14
הפצוע הובהל לבית החולים הדסה עין כרם כשהוא פצוע בראשו ובכתפו . 	בית החולים	18
"כשעתיים לאחר הפיגוע הנ""ל פתחו הפלשתינים שוב באש , הפעם לעבר מכונית של יהודיה שנסעה בכביש ואדי חרמייה , סמוך לעופרה . "	כביש ואדי חרמייה	14
"ליד מערת המכפלה בחברון לכדו חיילי צה""ל ערבייה שתכננה , לדבריה , לדקור יהודי . "	מערת המכפלה	14
בכניסה הדרומית של היישוב אבני חפץ נורו יריות אל אוטובוס של המועצה האזורית שומרון . 	יישוב אבני חפץ	14
על כביש 60 , ליד היישוב סינג'יל נזרקו אבנים אל רכבים ישראלים . 	רכבים ישראלים	12
"כלי הנדסי של צה""ל פיצץ אחר הצהרים מטען חבלה גדול מצפון למחסום קרני . "	מטען חבלה	3
הבוקר נועד שר החוץ האמריקני קולין פאול עם ראש הממשלה הנבחר אריאל שרון . 	שר החוץ 	12
סוכנות קול רינה מדווחת כי הפלשתינים הצמידו את המטען לבובה בדמות אדם בכדי למשוך את תשומת החיילים . 	סוכנות קול רינה	14
בתדריך לעיתונאים , בתום הפגישה , הדגיש שרון כי לא ינהל משא ומתן תחת אש וכי היעד הראשון שיש להשיג הוא הפסקת מעשי האיבה הפלשתיניים . 	מעשי האיבה	19
הוא אמר כי הנשיא האמריקני בוש מעוניין לשאת בתפקיד מוביל באשר למתרחש במזרח התיכון אולם ברור כי האמריקנים אינם יכולים להחליט עבור הצדדים . 	נשיא האמריקני	12
"עוד אמר שר החוץ האמריקני כי הוא מודאג מן הדברים ששמע אמש מן הרמטכ""ל שאול מופז . "	שר החוץ	12
מופז השתתף בפגישה שהייתה אמש בין אהוד ברק לבין קולין פאול והשמיע באוזניהם את תחזיתו הקודרת על המצב הבטחוני הצפוי בארץ בתקופה הקרובה . 	מצב הבטחוני	18
"מופז משוכנע כי הפלשתינים יגבירו את התקפותיהם על כוחות צה""ל , על התנחלויות ועל צירי התנועה ביש""ע . "	"כוחות צה""ל"	16
"ארגוני הטרור , מעריך הרמטכ""ל , ינסו לבצע פיגועים המוניים בישראל . "	פיגועים המוניים	12
בכינוס עיתונאים שלאחר הפגישה קבל יאסר ערפאת על מצבם הקשה של הפלשתינים . 	מצבם הקשה	12
פאול הביע הבנה לכאב הפלשתיני אך דרש מערפאת לפעול מיד להפסקת האלימות ולחזור לשיתוף הפעולה הבטחוני עם ישראל . 	כאב הפלשתיני 	9
יוסי כהן , תושב עטרת , נפצע אתמול בראשו בהתקפת ירי ליד ביר זית שבאזור בנימין . 	אזור בנימין	15
בהודאתה סיפרה מונא כי שוחחה עם רחום באינטרנט מספר פעמים לפני ששכנעה אותו להיפגש איתה . 	מספר פעמים 	20
כשנפגשו השניים פיתתה מונא את רחום להגיע איתה לרמאללה , שם חכו להם שני אנשי תנזים שרצחו ביריות את הנער , והשליכוהו סמוך ליישוב פסגות שבבנימין . 	שני אנשי	20
דוד מרסייה , אזרח ישראלי שאמו התחתנה עם פלשתיני תושב שכם , נלכד אמש בידי הכוחות הפלשתינים . 	תושב שכם	16
הערבים טוענים שמרסייה עזר לישראלים לחסל , בשבועות האחרונים , בכיר בחמאס . 	שבועות האחרונים	17
יוסי כהן , תושב עטרת , נפצע אתמול בראשו בהתקפת ירי ליד ביר זית שבאזור בנימין . 	התקפת ירי	18
יוסי כהן , תושב עטרת , נפצע אתמול בראשו בהתקפת ירי ליד ביר זית שבאזור בנימין . 	תושב עטרת 	16
פלשתינים ירו עליו מרכב חולף . 	רכב חולף	12
ברכבו של היהודי נספרו עשרים פגיעות של קליעים . 	עשרים פגיעות	20
רחלי לוין , אף היא תושבת היישוב עטרת , נפצעה , בידה וברגליה , פצעים קלים עד בינוניים כאשר נפתחה אתמול אש לעבר מכוניתה בוואדי חרמייה , הסמוך לעופרה . 	פצעים קלים 	12
בכניסה הדרומית של אבני חפץ נורו יריות אל אוטובוס של המועצה האזורית שומרון . 	כניסה הדרומית	16
"ליד נחל עוז פוצץ צה""ל מטען נפץ רב עוצמה שהיה מוטמן בתוך בובה בדמות אדם . "	נחל עוז	14
"המטען הונח ממש על גבול ישראל , על "" הקו הירוק "" . "	גבול ישראל	16
"חיילי צה""ל ירו בלילה לעבר שני פלשתינים שהתמקמו בכדי לירות על היישוב גני טל שבגוש קטיף . "	"חיילי צה""ל"	18
מוקדם יותר ירו הפלשתינים אל מוצב יסמין שבגוש . 	מוצב יסמין 	14
ראש הממשלה הנבחר אריאל שרון אומר כי אם יקרא ערפאת בצורה גלויה להפסקת הטרור יסכים להרשות העברת סחורות אל הרשות הפלשתינית . 	רשות הפלשתינית	18
מקור בלשכתו של יאסר ערפאת אישר אתמול בצהרים , כי אכן באחרונה נפגשו היועץ הכלכלי של ערפאת ( מוחמד ראשיד ) ואנשיו של שרון . 	יועץ הכלכלי	18
בפגישה נידונו נושאים כלכליים , והדרכים להקל בסגר על הפלשתינים , וביחוד על יציאתם של עולי הרגל למכה לקראת חג הקורבן בשבוע הבא , וכן על יצוא ויבוא סחורות לרצועת עזה , לרבות מוצרי דלק . 	נושאים כלכליים	18
המקור אמר כי בשבוע האחרון ביצעה ישראל את ההקלות הללו , בהתאם לשיחות בין אנשי שרון לראשיד . 	אנשי שרון	18
אתמול אמר שרון כי אכן נפתחו ערוצי תקשורת עם הפלשתינים , אך אין כל משא ומתן . 	ערוצי תקשורת	18
מזכיר המדינה האמריקני קולין פאוול , המסייר באזור , נפגש אתמול עם ראש הממשלה הנבחר אריאל שרון . 	מזכיר המדינה	18
פאוול אמר כי ישראל צריכה להתמקד בהשקטת החזית הפלשתינית . 	חזית הפלשתינית	18
עוד אמר פאוול כי הנשיא האמריקני בוש מעוניין לשאת בתפקיד מוביל באשר למתרחש במזרח התיכון , ואולם האמריקנים אינם יכולים להחליט בעבור הצדדים בעצמם . 	מזרח התיכון	14
"מופז צופה כי הפלשתינים יגבירו את התקפותיהם על כוחות צה""ל , על ההתנחלויות , ועל צירי התנועה ביש""ע . "	צירי התנועה	18
"נוסף על כך , מעריך הרמטכ""ל , ינסו ארגוני הטרור לבצע פיגועים המוניים בישראל , ובמקביל יגביר גם החיזבאללה , בצפון , את מאמציו לפגוע ביעדי צה""ל . "	פיגועים המוניים	4
"כתב "" ידיעות אחרונות "" יובל קרני אמר לערוץ 7 כי במפלגת העבודה אין כעת בעל בית , אין מי שיקבע , כל אחד עושה כרצונו , כל אחד מנהל מגעים עם הליכוד כמעט באופן עצמאי , ואין עמדה רשמית אחידה בנושאים שעל סדר היום . "	מפלגת העבודה	14
אתמול כינסו השרים יוסי ביילין ושלמה בן עמי את בכירי העבודה המתנגדים להצטרפות לממשלת אחדות לאומית . 	בכירי העבודה	18
השר מתן וילנאי שידל את חברי מרכז העבודה לתמוך בהצטרפות לממשלת אחדות . 	ממשלת אחדות	12
השר אברהם שוחט מאשים את צוות המשא ומתן של העבודה בניהול אינטרסנטי של השיחות עם הליכוד , ואילו השר רענן כהן שינה את עמדתו הקודמת , וכעת הוא שולל כניסה לממשלת אחדות . 	ניהול אינטרסנטי 	18
שמעון פרס , לעומת זאת , פועל לשכנע את חברי המפלגה לתמוך בממשלת אחדות לאומית . 	ממשלת אחדות לאומית	12
" ההתנגדות לממשלת אחדות הולכת וגוברת  , אמר יובל קרני , "" ועם המתנגדים הראשיים נמנים ביילין , בן עמי , אופיר פינס , יובל פרנקל , ואחרים . "	מתנגדים הראשיים	12
היום אחר הצהרים יתכנסו אלף ושבע מאות חברי מרכז מפלגת העבודה כדי להכריע הכרעה סופית בדבר שלוש שאלות מרכזיות : האחת אם להצטרף לממשלת אחדות לאומית , השנייה האם לקבל את קווי היסוד של ממשלה זו , והשלישית מה יהיה הרכב השרים מטעם העבודה . 	הכרעה סופית	12
"שאלה נכבדת אחרת היא אם לאשר את ההצעה שהמליצו עליה אתמול "" פורום שרינו "" , והיא להציב את שמעון פרס בראש המפלגה , כיושב ראש זמני . "	שאלה נכבדת	12
"פרס נאות להיעתר להצעה בתנאי שתאושר במרכז "" פה אחד "" . "	פרס נאות	12
"מזכ""ל הרשות הפלשתינית טייב עבד אלרחים , תקף את הנהלת הבנק האיסלאמי בג'דה על כך שאיננה משחררת את הכספים שהעבירו חלק ממדינות ערב לבנק עבור הפלשתינים . "	הנהלת הבנק	16
"בראיון ל "" קול פלשתין "" , אמר אל רחים כי מדיניות הבנק מתבססת על שמועות חסרות שחר כאילו פשתה השחיתות ברשות הפלשתיניות ובמוסדותיה . "	מדיניות הבנק 	16
"מקור ברש""פ אמר לסוכנות עתי""ם , כי אי שחרור הכספים הללו נובע , ככל הנראה , ממדיניות חדשה שנוקטות נסיכויות המפרץ וחלק ממדינות ערב , משום שהפלשתינים תומכים בנשיא עירק סדאם חוסיין , ובעם העירקי . "	שחרור הכספים	16
ראש הממשלה הנבחר אריאל שרון נפגש עם הרבנים הראשיים , הרב ישראל מאיר לאו , והרב אליהו בקשי דורון . 	רבנים הראשיים	12
הרבנים שוחחו עמו על חשיבותה של השמירה על הריבונות היהודית בהר הבית , ועל נושא תפילת היהודים בהר . 	ריבונות היהודית	18
הרב לאו דיבר גם על דברי ההסתה של המופתי הירושלמי , וציין כי הוא מנסה לנשל את היהודים גם מן הכותל המערבי . 	דברי ההסתה	12
הרב לאו הדגיש את הצורך בחינוך יהודי . 	חינוך יהודי	12
"הרב אליהו בקשי דורון אמר כי לדעתו "" המהפכה החילונית "" מאחורינו , וזאת , משום שכך הורו תוצאות הבחירות . "	המהפכה החילונית	18
הוא דיבר על חשיבותה של העמקת החינוך היהודי , על ההכרח לשמור על אחדות ירושלים , ועל הצורך לפעול למען אחדות בעם . 	אחדות ירושלים	16
"בעת הפגישה הפגין מחוץ לבניין יהודה עציון , ראש תנועת "" חי וקיים "" , בקריאה לשרון לממש את ציפיות הבוחרים , ולאפשר תפילות יהודים בהר . "	"תנועת "" חי וקיים """	14
"העיתונאי יואב יצחק פרסם בעיתון "" מעריב "" כי ח""כ זהבה גלאון ממר""צ נתונה בחקירה משטרתית . "	"עיתון "" מעריב """	14
המשטרה אישרה את נכונות הידיעה . 	נכונות הידיעה	9
"גלאון חשודה כי הוציאה במרמה ובתחבולה 180,000 שקלים מ "" המרכז הבינלאומי לשלום "" . "	 180,000 שקלים	20
הדבר היה לפני כשנתיים , סמוך לבחירות הקודמות . 	בחירות הקודמות	17
זאת מבלי שמוסדות העמותה אישרו את הדבר כדין . 	מוסדות העמותה	16
"ח""כ זהבה גלאון אמרה לערוץ 7 בתגובה כי כל הפרטים שפורסמו אינם נכונים , וכי שמה מוכפש מכיוון שחשפה שחיתויות במרכז לשלום . "	מרכז לשלום	18
"בשיחה עם ערוץ 7 אמר ח""כ יובל שטייניץ מהליכוד כי בשנים האחרונות אנו עדים לקלות הבלתי נסבלת של חקירות משטרתיות נגד אישים פוליטיים , חקירות שנועדו לשבש את מינוים הפוליטי של אישים אלה . "	חקירות משטרתיות	16
בדבריו אלה הגיב שטייניץ על החקירה , שנפתחה בסוף השבוע שעבר נגד הקבלן דוד אפל , חקירה שהמשטרה כרכה בה את שמותיהם של ארבעה חברי כנסת מהימין . 	חברי כנסת	12
"כל הגורמים הנוגעים בפרשה טוענים כי אין מדובר כלל בעניין פלילי , ויו""ר סיעת המפד""ל אומר עצם החקירה מדאיגה בשל העיתוי שבו בחרה המשטרה לפתוח בה : ערב חלוקת התיקים בממשלה . "	עניין פלילי	18
אם העיתונאים אורבים לפוליטיקאים , ומדווחים בסגנון שערורייתי על כל מה שנראה להם בעל פוטנציאל לסנסציה ולהתנכלות למי שנראה להם , זו הדרך הבטוחה לרסק את הדמוקרטיה . 	סגנון שערורייתי 	12
"אני רואה בחרדה גדולה את הקשר בין גורמים בתקשורת , בעיקר בין "" ידיעות אחרונות "" והעיתונאי מרדכי גילת , לבין משטרת ישראל . "	משטרת ישראל	16
ממש כוחות אופל המתחזים לכוחות נאורים , הבאים כביכול לבער שחיתויות . 	 כוחות אופל	16
גם אם כוונותיהם טובות , ואינני בטוח בכך , עליהם נאמר 'ויקו לעשות ענבים , ויעש באושים ' . אני מעיד על עצמי כי אני חי בפחד ממרדכי גילת וצוותו . 	כוונותיהם טובות	16
"זה מזכיר לי את ראש הקג""ב שאמר פעם ברוסיה הקומוניסטית : תגידו לי את מי צריך להושיב בבית סוהר , ואנחנו כבר נמצא את העברות ... "	רוסיה הקומוניסטית	12
"ח""כ קליינר טוען כי בשארה עבר בכך ביודעין על סעיף 5 לחוק המפלגות , סעיף שבו נכתב כי אם יש יסוד סביר למסקנה שמפלגה תשמש מסווה לפעילות בלתי חוקית , אין לרשום אותה בפנקס המפלגות . "	פנקס המפלגות	18
לדברי קליינר , שלטונות סוריה עלולים לגייס את האזרחים המבקרים שם למטרות ריגול בישראל . 	מטרות ריגול	16
"המצב הקשה ביש""ע מצמיח פעולות של הזדהות וחיזוק מצד התושבים בתוך הקו הירוק . "	קו הירוק	14
"על אחת הפעילויות שמע ערוץ 7 מניר פריאל , מנהל עמותת "" צוהר "" . "	מנהל עמותת	16
מאז תחילת המהומות בישראל נרשמה עליה במספר האירועים האנטישמיים בקנדה , במיוחד בחודשים אוקטובר ונובמבר אשתקד . 	אירועים האנטישמיים	12
"כרגע יש עשר קהילות מתוך הקו הירוק המאמצות קהילות ביש""ע , ואני מאמין כי עד פסח יהיו כעשרים קהילות כאלה "" . "	עשר קהילות	20
מאז תחילת המהומות בישראל נרשמה עליה במספר האירועים האנטישמיים בקנדה , במיוחד בחודשים אוקטובר ונובמבר אשתקד . 	מספר האירועים	20
"כתב עתי""ם מוסר כי על פי הדו""ח השנתי על האנטישמיות בקנדה , שפרסם ארגון בני ברית , נרשמו בשנת 2000 280 אירועים אנטישמים , לעומת 267 אירועים כאלה בשנה שלפניה . "	ארגון בני ברית	14
העלייה הגדולה ביותר נרשמה בעיר מונטראול : 71 אירועים לעומת 37 ב - 1999 . 	עיר מונטראול	14
בין האירועים האלה היו , בין היתר , הכאת יהודים חובשי כיפה , ציור צלבי קרס וכתיבת כתובות גרפיטי , חילול בתי כנסת ובתי קברות , והפגנות המוניות של ערבים נגד ישראל . 	כתובות גרפיטי	12
"במהלכן של הפגנות אלה שרפו המפגינים את דגלי ישראל וקראו "" איטבח אל - יהוד "" . "	דגלי ישראל	19
הכוחות הפלשתינים בשכם מחזיקים באזרח ישראלי שהיה בעבר תושב אלון מורה . 	אזרח ישראלי	12
הפלשתינים חוקרים את האיש , דוד מרסיה , בטענה כי סייע לישראל לחסל מחבל בכיר של החמאס בשבוע שעבר . 	מחבל בכיר	12
הכוחות הפלשתיניים עצרו אותו בשבוע שעבר יחד עם כמה מאחיו המוסלמים . 	אחיו המוסלמים	12
במערכת הביטחון יודעים על החזקתו של מרסיה בידי הערבים , אולם עד כה הם לא פרסמו כל הודעה רשמית על כך . 	מערכת הביטחון 	18
מרכז מפלגת העבודה מכונס כעת בבניין הסינרמה בתל אביב כדי לדון בסוגיית הצטרפות המפלגה לממשלה . 	בניין הסינרמה	14
רבים מהנוכחים הם אנשי אהוד ברק . 	אנשי אהוד ברק	18
בתחילת הדיון היו מחוץ לאולם חילופי מהלומות בין סדרנים לבין צעירי המפלגה שניסו לפרוץ לתוך האולם כדי להפגין נגד מנהיגי המפלגה התומכים בממשלת אחדות . 	צעירי המפלגה	9
"יושב ראש הכנסת אברהם בורג הודיע במפתיע , עם בואו לישיבת המרכז , כי הוא מתנגד להקמת ממשלת אחדות אם ישבו בה המפד""ל ומפלגת האיחוד הלאומי . "	יושב ראש הכנסת	18
סיעת האיחוד הלאומי - ישראל ביתנו התכנסה אחר הצהרים כדי לדון בהחלטת אריאל שרון להיענות לתביעת מפלגת העבודה ולשלול מהרב בני אלון את ראשות ועדת החוקה של הכנסת . 	ועדת החוקה	18
הוא קרא קטעים מתוך ההסכם בין הליכוד לעבודה , שמהם עולה כי אריאל שרון מוכן לוויתורים משמעותיים לפלשתינים . 	וויתורים משמעותיים	12
"כתבנו חגי סרי מוסר כי המפד""ל מתכוונת לתבוע את תיקי החינוך והתקשורת ואת ראשות ועדת החינוך של הכנסת . "	תיקי החינוך	18
סיעת האיחוד הלאומי - ישראל ביתנו התכנסה אחר הצהרים כדי לדון בהחלטת אריאל שרון להיענות לתביעת מפלגת העבודה ולשלול מהרב בני אלון את ראשות ועדת החוקה של הכנסת . 	איחוד הלאומי	12
זאת לאחר שכבר ניתנה לסיעה זו התחייבות בכתב שהיא תקבל את ראשות הוועדה . 	ראשות הוועדה	3
מצבו של יוסי כהן , תושב עטרת שנפגע אתמול מאש מחבלים , מוסיף להיות קשה . 	תושב עטרת	16
"כתבת עתי""ם מוסרת , כי הוא נותח במהלך הלילה בראשו , ואושפז ביחידה לטיפול נמרץ נוירוכירורגית בבית החולים הדסה עין כרם כשהוא מונשם . "	טיפול נמרץ	12
מצבה של רחל לוין , תושבת עטרת אף היא , שנפגעה אתמול בפיגוע ירי ליד ואדי חרמיה , משתפר . 	תושבת עטרת 	16
"צה""ל הקים היום עמדה חדשה סמוך לוואדי חרמיה , שביו לאחרונה שמונה פיגועי ירי , האחרון שבהם אתמול . "	עמדה חדשה	12
מדובר בעמדה שלא תאוייש כל שעות היממה . 	שעות היממה	20
חזות קשה על מצבו של אזור התעשיה עטרות בירושלים נמסרה בדיון בוועדת הכלכלה של הכנסת . 	אזור התעשיה	12
יושב ראש התאחדות התעשיינים של ירושלים , מוטי טפרברג , הזהיר כי אזור התעשיה הזה עלול להינטש כליל בקרוב בשל המצוקה הבטחוניח והכלכלית . 	מצוקה הבטחוניח	12
לדבריו , מאז תחילת המהומות , חלה ירידה של 50 % במכירות של מפעלי התעשיה בעטרות , ובמקביל עלו ב - 150 % הוצאות הבטחון של התעשיינים במקום . 	מפעלי התעשיה	18
"טפרברג מבקש שמשרדי הבטחון , האוצר והתמ""ס יקזזו מתשלומי ישראל לפלשתינים את ההוצאות הללו , כפי שאכן הבטיחו לעשות . "	משרדי הבטחון	18
"היום שוב יידו ערבים אבנים על חיילי צה""ל בנמל התעופה בעטרות . "	"חיילי צה""ל"	18
נמל התעופה עטרות סגור למעשה מאז תחילת מלחמת ראש השנה . 	נמל התעופה	12
"שוב דחייה במשפטו של סוכן השב""כ הפרובוקטור אבישי רביב . "	"סוכן השב""כ"	12
כך מדווח העיתונאי אדיר זיק . 	עיתונאי אדיר זיק	14
"בית המשפט המחוזי בתל אביב גזר היום עונשים של 5 עד 8 חודשי מאסר בפועל על שלושה ערבים מיש""ע שהודו והורשעו בהתפרעות וביידוי אבנים במהומות שהיו בסתיו ביפו . "	חודשי מאסר	20
אחד הנאשמים הורשע גם בתקיפתו של צלם עיתונות . 	צלם עיתונות	18
"הוא שבר את אפו של הצלם והטיח את מצלמתו ששוויה 250 אלף ש""ח אל הקרקע מספר פעמים עד שניפץ אותה . "	מספר פעמים	20
שרות בתי הסוהר דחה את בקשתו של אריה דרעי לנאום בפני תומכיו באמצעות שידור טלוויזיה - לוויני בעצרת ההזדהות עמו שהם מקיימים הערב באצטדיון יד אליהו בתל אביב במלאת חצי שנה למאסרו . 	שידור טלוויזיה	16
נשיא בית המשפט העליון אהרן ברק הבהיר היום כי לא התכוון למתוח ביקורת על חוק דרעי , כשגינה אמש חקיקה רטרואקטיבית . 	חקיקה רטרואקטיבית	12
"טנק של צה""ל ירה אחר הצהרים פגז לעבר מטען צד שהתגלה על גדר המערכת , סמוך למעבר קרני בצפון רצועת עזה . "	מעבר קרני	14
"במקום מתנהלות בשעות האחרונות עבודות חישוף , במסגרתם עוקרים דחפורים של צה""ל צמחייה באזור לאחר שאתמול התפוצצה במקום בובת נפץ , שמפעיליה הניחו כדי לפגוע בחיילי צה""ל . "	עבודות חישוף	18
גם בשעה זו נמשכים במקומות שונים בחבל עזה חילופי אש לסירוגין . 	חבל עזה	14
"אל מוצב צה""ל ליד רפיח הושלכו לפני שעה קלה ארבעה רימוני יד . "	ארבעה רימוני	20
אחר כך הושלך במקום מטען נפץ . 	מטען נפץ 	12
שליח מיוחד מטעמו של ראש הממשלה הנבחר אריאל שרון יבוא היום לאנקרה , לשיחות עם ההנהגה הטורקית בנושא המצב במזרח התיכון . 	שליח מיוחד	12
מדובר במאיר רוזן , לשעבר שגריר ישראל בפאריס ובוושינגטון . 	שגריר ישראל	18
"אנשי התנזים של תנועת פתח ' , שבראשו עומד יאסר ערפאת , באיזור טול כרם הבטיחו לנקום את מותו של אחמד מסעוד ג'לאד בן 45 , שנהרג אתמול בחילופי אש בין הפלשתינים לבין כוחות צה""ל . "	תנועת פתח	14
"סוכנות עתי""ם מציינת , כי אלפים השתתפו בהלווייתו של ג'לאד היום בטול כרם ואנשי התנזים של הפתח ' ירו באוויר , קראו קריאות נגד ישראל והבטיחו לנקום את מותו של ג'לאד . "	"סוכנות עתי""ם"	14
לדוגמה , הקהילה ברעננה אימצה את הר ברכה . 	הר ברכה	14
בעוד כשלושה שבועות יתארחו אנשי רעננה בשבת בהר ברכה . 	שלושה שבועות	20
פריאל סיפר כי מתוכנן גם אירוע גדול בפסח , לכל הקהילות שישתתפו בתכנית . 	אירוע גדול	12
"ילד מהיישוב ניסנית שברצועת עזה מצא היום ליד אחד הבתים שארית של פצצת מרגמה שנורתה לעבר היישוב ע""י ערבים ביום רביעי . "	יישוב ניסנית	14
גבריאל אוחנה , תושב ניסנית , אמר הערב לכתבנו צבי ברש כי הוא שמע את קולו של המרגמה ביום רביעי , אך סבר כי שמע את קול היציאה של המרגמה ולא את נפילתה . 	תושב ניסנית	16
" המרגמה נחתה 4 - 3 מטרים מבית השכן , אך לא גרם נזק לבית . 
מזל שלא קרה לילד כולם כי שאריות כאלה עלולים להתפוצץ  , אמר אוחנה . "	4 - 3 מטרים	20
כשני שלישים מחברי מרכז העבודה שהשתתפו בהצבעה תמכו הצטרפות לממשלת אחדות בראשות אריאל שרון . 	שני שלישים מחברי 	20
פחות מ - 50 % מחברי המרכז הגיעו לכינוס המרכז , רובם תומכי ברק . 	 50 % מחברי	20
ביום חמישי יבחרו חברי המרכז את שרי העבודה בכינוס נפרד . 	חברי המרכז	12
עימות פיזי ומילולי פרץ כשחיים רמון ביקש לנאום בפני משתתפי הכינוס . 	עימות פיזי	12
מאות אנשים ניסו לחסום את דרכו לדוכן וקראו לעברו קריאות גנאי ודרשו ממנו שירד מהבימה . 	מאות אנשים	20
"הישאם ברגותי , אחיו של ראש הזרוע הצבאי של הפתח ' , מרוואן ברגותי , נעצר בגשר אלנבי ע""י כוחות הבטחון כשבכליו נמצאו אמצעים לראיית לילה שמיועדים להרכבה על כלי נשק . "	ראש הזרוע הצבאי	18
ברגותי היה בדרכו לרשות הפלשתינית מערב הסעודית . 	רשות הפלשתינית	16
דוח שפרסם משרד החוץ האמריקאי אתמול מותח ביקורת חריפה נגד ישראל על דרך טיפולה בהתקוממות הערבית , שהחלה בראש השנה . 	משרד החוץ	18
עם זאת , באוקטובר הפעילה המשטרה [ הישראלית ] כוח מוגזם כדי לפזר הפגנות שהתקיימו בצפון הארץ בזמן שהתרחשו אירועים אלימים בשטחים המוחזקים . 	כוח מוגזם	12
כתוצאה מכך , נהרגו 13 אזרחים ערבים ונפצעו יותר מ - 300 ... 	13 אזרחים ערבים	20
"באומרם כי המשטרה השתמשה בכדורי גומי ובאש חיה נגד מפגינים למרות "" שלא סיכנו את חייהם של כוחות הביטחון או של אחרים "" הסתמכו כותבי הדוח לכאורה בעיקר על טענתם של מקורות ערביים . "	כוחות הביטחון	18
"לא היה למפגינים נשק חם , אך היו דיווחים כי חלק מהמפגינים השליכו אבנים ובקבוקי תבערה "" . "	בקבוקי תבערה	12
"לא היה למפגינים נשק חם , אך היו דיווחים כי חלק מהמפגינים השליכו אבנים ובקבוקי תבערה "" . "	נשק חם	12
"באומרם כי המשטרה השתמשה בכדורי גומי ובאש חיה נגד מפגינים למרות "" שלא סיכנו את חייהם של כוחות הביטחון או של אחרים "" הסתמכו כותבי הדוח לכאורה בעיקר על טענתם של מקורות ערביים . "	כדורי גומי	12
יצוין כי בשנת ' , 65 בהתפרעויות בשכונת וואטס בלוס אנג'לס , הרגו כוחות הביטחון האמריקנים 34 ופצעו 856 אזרחים שחורים . 	שכונת וואטס	14
במהומות שפרצו לאחר זיכוים של שוטרים שהואשמו בתקיפת אזרח שחורבשנת ' , 92 נהרגו 54 אזרחים שחורים ונפצעו 2,000. 	 54 אזרחים	20
"בכביש עינב במערב השומרון ירו פלשתינים אל כוח צה""ל . "	כביש עינב	14
לאחר שהאש על אזור התעשייה בנווה דקלים פסקה לימים אחדים , היא התחדשה אתמול . 	אזור התעשייה	14
"יגאל קירשנזפט מנווה דקלים , שנמצא גם הוא באזור התעשייה , אמר שהאזור הוא שדה קרב לכל דבר , ולדעתו תגובת צה""ל "" אינה רצינית "" , והדבר נובע מהעדר הוראות מהדרג המדיני להילחם כמו במלחמה . "	שדה קרב	12
"קירשנזפט סיפר כי אלוף הפיקוד אמר שאין בעיה "" להוריד "" שכונה בחאן יונס , ושהוא מנוע מלעשות זאת משום שבקושי נותנים לו לירות אפילו פגז תאורה . "	פגז תאורה	12
"טנק של צה""ל ירה אתמול אחר הצהרים פגז לעבר מטען צד שהתגלה על גדר המערכת , סמוך למעבר קרני בצפון רצועת עזה . "	מטען צד 	12
"במקום התנהלו עבודות חישוף , ובמסגרתן עקרו דחפורים של צה""ל צמחייה באזור . "	עבודות חישוף	12
"זאת , לאחר שאתמול התפוצצה במקום בובת נפץ , שבאמצעותה תכננו המפעילים לפגוע בחיילי צה""ל . "	בובת נפץ	12
"אל מוצב צה""ל ליד רפיח הושלכו ארבעה רימוני יד . "	ארבעה רימוני יד	20
אחר כך הושלך במקום מטען נפץ . 	מטען נפץ	12
פצצת מרגמה נורתה אמש מכיוון הפלשתינים אל היישוב ניסנית . 	פצצת מרגמה	12
"למרות הירי מקל צה""ל על הפלשתינים , ועל פי הוראת הדרג המדיני הוא הסיר את המחסומים בין צפון חבל עזה לדרומו . "	דרג המדיני	18
